"Time","Host","Description","Status","Severity","Duration","Ack","Actions"
"2025-07-15 01:10:04","KT-MEG+#운영#c-ktmeg-pk1-d10#","[AO0005] TEST 2","PROBLEM","Information","1m","No",""
"2025-07-15 00:14:04","KT-MEG+#운영#knmeg_db_db03#","[OS0020] Disk I/O 15분간 70이상 (41.08%)","OK","Major","22h 8m","No",""
"2025-07-15 00:09:12","KT-MEG+#운영#knmeg_db_db02#","[OS0020] Disk I/O 15분간 70이상 (2.7%)","OK","Major","22h 14m","No",""
"2025-07-14 23:35:31","KT-MEG+#운영#knmeg-dl-data03#","[OS0020] Disk I/O 15분간 70이상 (63.79%)","OK","Major","6d 18h 55m","No","4TimeUserDetailsStatusInfo2025-07-14 23:35:3791328541 (오수영 환경DX플랫폼팀)Sent2025-07-14 23:35:3782275800 (김현근 DX플랫폼사업팀)Sent2025-07-14 23:35:3782265610 (권기태 CX플랫폼팀)Sent2025-07-14 23:35:3782265656 (최숭 DX플랫폼사업팀)Sent"
"2025-07-14 23:11:31","KT-MEG+#운영#knmeg-dl-data03#","[OS0020] Disk I/O 15분간 70이상 (79.86%)","PROBLEM","Major","24m","No","4TimeUserDetailsStatusInfo2025-07-14 23:11:3582265610 (권기태 CX플랫폼팀)Sent2025-07-14 23:11:3591328541 (오수영 환경DX플랫폼팀)Sent2025-07-14 23:11:3582275800 (김현근 DX플랫폼사업팀)Sent2025-07-14 23:11:3582265656 (최숭 DX플랫폼사업팀)Sent1TimeUserDetailsStatusInfo2025-07-14 23:11:3591318624 (오수영 DX플랫폼팀)Not sent&times;No media defined for user."
"2025-07-14 23:04:12","KT-MEG+#운영#knmeg_db_db02#","[OS0020] Disk I/O 15분간 70이상 (94.81%)","PROBLEM","Major","1h 5m","No",""
"2025-07-14 22:48:31","KT-MEG+#운영#knmeg-dl-data03#","[OS0020] Disk I/O 15분간 70이상 (67.02%)","OK","Major","23m","No","4TimeUserDetailsStatusInfo2025-07-14 22:48:3591328541 (오수영 환경DX플랫폼팀)Sent2025-07-14 22:48:3582275800 (김현근 DX플랫폼사업팀)Sent2025-07-14 22:48:3582265610 (권기태 CX플랫폼팀)Sent2025-07-14 22:48:3582265656 (최숭 DX플랫폼사업팀)Sent"
"2025-07-14 22:48:13","KT-MEG+#운영#knmeg_db_db02#","[OS0020] Disk I/O 15분간 70이상 (68.8%)","OK","Major","15m 59s","No",""
"2025-07-14 22:47:09","KT-MEG+#개발#c-knmeg-tk1-d07#","[OS0020] Disk I/O 15분간 75이상 (98.16%)","PROBLEM","Major","6h 20m","No",""
"2025-07-14 22:36:29","KT-MEG+#운영#c-knmeg-pk1-a04#","[AO]GeM SMS발송 성공이력없음(30분)","PROBLEM","Major","9h 29m 59s","No","6TimeUserDetailsStatusInfo2025-07-14 22:36:3191328535 (신승엽 DX플랫폼사업팀)Sent2025-07-14 22:36:3182265656 (최숭 DX플랫폼사업팀)Sent2025-07-14 22:36:3191328536 (백태호 DX플랫폼사업팀)Sent2025-07-14 22:36:3191328537 (김세진 DX플랫폼사업팀)Sent2025-07-14 22:36:3182275800 (김현근 DX플랫폼사업팀)Sent2025-07-14 22:36:3182265656 (최숭 DX플랫폼사업팀)Sent"
