"Time","Host","Description","Status","Severity","Duration","Ack","Actions"
"2025-07-19 00:09:12","KT-MEG+#운영#knmeg_db_db02#","[OS0020] Disk I/O 15분간 70이상 (1.78%)","OK","Major","22h 14m","No",""
"2025-07-18 23:44:12","KT-MEG+#운영#knmeg_db_db02#","[OS0020] Disk I/O 15분간 70이상 (95.57%)","PROBLEM","Major","25m","No",""
"2025-07-18 23:44:05","KT-MEG+#운영#knmeg_db_db03#","[OS0020] Disk I/O 15분간 70이상 (95.36%)","PROBLEM","Major","26m 59s","No",""
"2025-07-18 23:29:04","KT-MEG+#운영#knmeg_db_db03#","[OS0020] Disk I/O 15분간 70이상 (64.33%)","OK","Major","15m 1s","No",""
"2025-07-18 23:06:12","KT-MEG+#운영#knmeg_db_db02#","[OS0020] Disk I/O 15분간 70이상 (69.42%)","OK","Major","38m","No",""
"2025-07-18 22:23:12","KT-MEG+#운영#knmeg_db_db02#","[OS0020] Disk I/O 15분간 70이상 (96.17%)","PROBLEM","Major","43m","No",""
"2025-07-18 22:23:04","KT-MEG+#운영#knmeg_db_db03#","[OS0020] Disk I/O 15분간 70이상 (95.55%)","PROBLEM","Major","1h 6m","No",""
"2025-07-18 22:05:55","KT-MEG+#운영#c-knmeg-pk1-a03#","[AO] eTrade 계량값수신 50개소 이하 - 4시간","PROBLEM","Major","8h 10m 5s","No","6TimeUserDetailsStatusInfo2025-07-18 22:06:0291328535 (신승엽 DX플랫폼사업팀)Sent2025-07-18 22:06:0282265656 (최숭 DX플랫폼사업팀)Sent2025-07-18 22:06:0291328536 (백태호 DX플랫폼사업팀)Sent2025-07-18 22:06:0291328537 (김세진 DX플랫폼사업팀)Sent2025-07-18 22:06:0282275800 (김현근 DX플랫폼사업팀)Sent2025-07-18 22:06:0282265656 (최숭 DX플랫폼사업팀)Sent"
"2025-07-18 21:06:28","KT-MEG+#운영#c-knmeg-pk1-a04#","[AO]GeM SMS발송 성공이력없음(30분)","PROBLEM","Major","11h 30m 1s","No","6TimeUserDetailsStatusInfo2025-07-18 21:06:3291328535 (신승엽 DX플랫폼사업팀)Sent2025-07-18 21:06:3282265656 (최숭 DX플랫폼사업팀)Sent2025-07-18 21:06:3291328536 (백태호 DX플랫폼사업팀)Sent2025-07-18 21:06:3291328537 (김세진 DX플랫폼사업팀)Sent2025-07-18 21:06:3282275800 (김현근 DX플랫폼사업팀)Sent2025-07-18 21:06:3282265656 (최숭 DX플랫폼사업팀)Sent"
"2025-07-18 20:06:28","KT-MEG+#운영#c-knmeg-pk1-a04#","[AO]GeM SMS발송 성공이력없음(30분)","OK","Major","1h","No",""
"2025-07-18 18:36:28","KT-MEG+#운영#c-knmeg-pk1-a04#","[AO]GeM SMS발송 성공이력없음(30분)","PROBLEM","Major","1h 30m","No","6TimeUserDetailsStatusInfo2025-07-18 18:36:3191328535 (신승엽 DX플랫폼사업팀)Sent2025-07-18 18:36:3182265656 (최숭 DX플랫폼사업팀)Sent2025-07-18 18:36:3191328536 (백태호 DX플랫폼사업팀)Sent2025-07-18 18:36:3191328537 (김세진 DX플랫폼사업팀)Sent2025-07-18 18:36:3182275800 (김현근 DX플랫폼사업팀)Sent2025-07-18 18:36:3182265656 (최숭 DX플랫폼사업팀)Sent"
"2025-07-18 17:36:28","KT-MEG+#운영#c-knmeg-pk1-a04#","[AO]GeM SMS발송 성공이력없음(30분)","OK","Major","1h","No",""
"2025-07-18 17:00:00","KT-MEG+#운영#c-knmeg-pk1-a04#","[AO]GeM SMS발송 성공이력없음(30분)","PROBLEM","Major","36m 28s","No","6TimeUserDetailsStatusInfo2025-07-18 17:00:0691328535 (신승엽 DX플랫폼사업팀)Sent2025-07-18 17:00:0682265656 (최숭 DX플랫폼사업팀)Sent2025-07-18 17:00:0691328536 (백태호 DX플랫폼사업팀)Sent2025-07-18 17:00:0691328537 (김세진 DX플랫폼사업팀)Sent2025-07-18 17:00:0682275800 (김현근 DX플랫폼사업팀)Sent2025-07-18 17:00:0682265656 (최숭 DX플랫폼사업팀)Sent"
"2025-07-18 12:54:36","KT-MEG+#개발#c-knmeg-tk1-d08#","[OS0020] Disk I/O 15분간 75%이상 (44.09%)","OK","Major","4d 23h 55m","No",""
"2025-07-18 12:48:05","KT-MEG+#운영#knmeg-dl-data02#","[OS0002] CPU TOTAL 사용률 60%이상 31.49 %","OK","Major","5d 2m","No","4TimeUserDetailsStatusInfo2025-07-18 12:48:0991328541 (오수영 환경DX플랫폼팀)Sent2025-07-18 12:48:0982275800 (김현근 DX플랫폼사업팀)Sent2025-07-18 12:48:0982265610 (권기태 CX플랫폼팀)Sent2025-07-18 12:48:0982265656 (최숭 DX플랫폼사업팀)Sent"
"2025-07-18 12:47:05","KT-MEG+#운영#knmeg-dl-data02#","[OS0002] CPU TOTAL 사용률 60%이상 71.63 %","PROBLEM","Major","1m","No","4TimeUserDetailsStatusInfo2025-07-18 12:47:0882265610 (권기태 CX플랫폼팀)Sent2025-07-18 12:47:0891328541 (오수영 환경DX플랫폼팀)Sent2025-07-18 12:47:0882275800 (김현근 DX플랫폼사업팀)Sent2025-07-18 12:47:0882265656 (최숭 DX플랫폼사업팀)Sent1TimeUserDetailsStatusInfo2025-07-18 12:47:0891318624 (오수영 DX플랫폼팀)Not sent&times;No media defined for user."
"2025-07-18 12:30:36","KT-MEG+#개발#c-knmeg-tk1-d08#","[OS0020] Disk I/O 15분간 75%이상 (104.08%)","PROBLEM","Major","24m","No",""
"2025-07-18 09:06:00","KT-MEG+#운영#c-ktmeg-pk1-d09#","[AO0008] TB_SIZE CHECK","OK","Information","23h 54m 52s","No",""
"2025-07-18 09:05:31","KT-MEG+#운영#c-ktmeg-pk1-d01#","[AO0008] TB_SIZE CHECK","OK","Information","23h 55m 24s","No",""
"2025-07-18 09:00:39","KT-MEG+#운영#c-ktmeg-pk1-d09#","[AO0008] TB_SIZE CHECK","PROBLEM","Information","5m 21s","No",""
"2025-07-18 09:00:27","KT-MEG+#운영#c-ktmeg-pk1-d01#","[AO0008] TB_SIZE CHECK","PROBLEM","Information","5m 4s","No",""
"2025-07-18 08:36:28","KT-MEG+#운영#c-knmeg-pk1-a04#","[AO]GeM SMS발송 성공이력없음(30분)","OK","Major","8h 23m 32s","No",""
"2025-07-18 06:17:22","KT-MEG+#운영#c-knmeg-pd1-a36#","[MW]IRAC_CENT06_JB_000|gca31|8080| JBoss Port Process down 감시","OK","Critical","5d 6h 33m","No","8TimeUserDetailsStatusInfo2025-07-18 06:17:2582288197 (한성일 경영인프라팀)Sent2025-07-18 06:17:2582022890 (한춘환 고객인프라2팀)Sent2025-07-18 06:17:2582212547 (권소희 고객/경영인프라팀)Sent2025-07-18 06:17:2582022627 (방지현 플랫폼인프라팀)Sent2025-07-18 06:17:2591165414 (한대근 IT통합관제팀)Sent2025-07-18 06:17:2591165414 (한대근 IT통합관제팀)Sent2025-07-18 06:17:2591370471 (배수연 채널인프라팀)Sent2025-07-18 06:17:2591360626 (박대영 채널인프라팀)Sent"
"2025-07-18 06:16:22","KT-MEG+#운영#c-knmeg-pd1-a36#","[MW]IRAC_CENT06_JB_000|gca31|8080| JBoss Port Process down 감시","PROBLEM","Critical","1m","No","16TimeUserDetailsStatusInfo2025-07-18 06:16:2482288197 (한성일 경영인프라팀)Sent2025-07-18 06:16:2491165414 (한대근 IT통합관제팀)Sent2025-07-18 06:16:2482275800 (김현근 DX플랫폼사업팀)Sent2025-07-18 06:16:2482265659 (김현석 DX플랫폼사업팀)Sent2025-07-18 06:16:2491328535 (신승엽 DX플랫폼사업팀)Sent2025-07-18 06:16:2482265656 (최숭 DX플랫폼사업팀)Sent2025-07-18 06:16:2491328536 (백태호 DX플랫폼사업팀)Sent2025-07-18 06:16:2491328537 (김세진 DX플랫폼사업팀)Sent2025-07-18 06:16:2482265656 (최숭 DX플랫폼사업팀)Sent2025-07-18 06:16:2491165414 (한대근 IT통합관제팀)Sent2025-07-18 06:16:2491370471 (배수연 채널인프라팀)Sent2025-07-18 06:16:2491360626 (박대영 채널인프라팀)Sent2025-07-18 06:16:2482022627 (방지현 플랫폼인프라팀)Sent2025-07-18 06:16:2482022890 (한춘환 고객인프라2팀)Sent2025-07-18 06:16:2482212547 (권소희 고객/경영인프라팀)Sent2025-07-18 06:16:2482275800 (김현근 DX플랫폼사업팀)Sent1TimeUserDetailsStatusInfo2025-07-18 06:16:2482240957 (이태현 사업시너지팀)Not sent&times;No media defined for user."
"2025-07-18 06:16:01","KT-MEG+#운영#c-knmeg-pk1-a03#","[AO] eTrade 계량값수신 50개소 이하 - 4시간","OK","Major","15h 49m 54s","No",""
"2025-07-18 04:08:00","KT-MEG+#운영#c-knmeg-pk1-a17#","[SE0001] ssh접속발생","OK","Warning","23h 53m 46s","No",""
"2025-07-18 04:06:37","KT-MEG+#운영#c-knmeg-pk1-a17#","[SE0001] ssh접속발생","PROBLEM","Warning","1m 23s","No","1TimeUserDetailsStatusInfo2025-07-18 04:06:46Security_Log_UserSent"
"2025-07-18 04:02:00","KT-MEG+#운영#c-knmeg-pk1-a17#","[SE0001] ssh접속발생","OK","Warning","4m 37s","No",""
"2025-07-18 04:00:37","KT-MEG+#운영#c-knmeg-pk1-a17#","[SE0001] ssh접속발생","PROBLEM","Warning","1m 23s","No","1TimeUserDetailsStatusInfo2025-07-18 04:00:46Security_Log_UserSent"
"2025-07-18 01:03:54","KT-MEG+#개발#c-knmeg-tk1-d05#","[OS0020] Disk I/O 15분간 75%이상 (49.02%)","OK","Major","2d 1h 4m","No",""
"2025-07-18 00:22:04","KT-MEG+#운영#knmeg_db_db03#","[OS0020] Disk I/O 15분간 70이상 (24.39%)","OK","Major","22h 1m","No",""
"2025-07-18 00:17:12","KT-MEG+#운영#knmeg_db_db02#","[OS0020] Disk I/O 15분간 70이상 (10.24%)","OK","Major","22h 6m","No",""
"2025-07-18 00:09:24","KT-MEG+#운영#c-ktmeg-pk1-d10#","[AO0005] TEST 2","OK","Information","1d 1h 9m","No",""
"2025-07-18 00:08:24","KT-MEG+#운영#c-ktmeg-pk1-d10#","[AO0005] TEST 2","PROBLEM","Information","1m","No",""
"2025-07-17 22:24:05","KT-MEG+#운영#knmeg_db_db03#","[OS0020] Disk I/O 15분간 70이상 (95.82%)","PROBLEM","Major","1h 57m 59s","No",""
"2025-07-17 22:22:13","KT-MEG+#운영#knmeg_db_db02#","[OS0020] Disk I/O 15분간 70이상 (99.32%)","PROBLEM","Major","1h 54m 59s","No",""
"2025-07-17 22:06:28","KT-MEG+#운영#c-knmeg-pk1-a04#","[AO]GeM SMS발송 성공이력없음(30분)","PROBLEM","Major","10h 30m","No","6TimeUserDetailsStatusInfo2025-07-17 22:06:3191328535 (신승엽 DX플랫폼사업팀)Sent2025-07-17 22:06:3182265656 (최숭 DX플랫폼사업팀)Sent2025-07-17 22:06:3191328536 (백태호 DX플랫폼사업팀)Sent2025-07-17 22:06:3191328537 (김세진 DX플랫폼사업팀)Sent2025-07-17 22:06:3182275800 (김현근 DX플랫폼사업팀)Sent2025-07-17 22:06:3182265656 (최숭 DX플랫폼사업팀)Sent"
"2025-07-17 21:36:28","KT-MEG+#운영#c-knmeg-pk1-a04#","[AO]GeM SMS발송 성공이력없음(30분)","OK","Major","30m","No",""
"2025-07-17 21:10:52","KT-MEG+#운영#knmeg-dl-data14#","[OS0020] Disk I/O 15분간 70%이상 (63.88%)","OK","Major","5d 15h 39m","No","4TimeUserDetailsStatusInfo2025-07-17 21:10:5691328541 (오수영 환경DX플랫폼팀)Sent2025-07-17 21:10:5682275800 (김현근 DX플랫폼사업팀)Sent2025-07-17 21:10:5682265610 (권기태 CX플랫폼팀)Sent2025-07-17 21:10:5682265656 (최숭 DX플랫폼사업팀)Sent"
"2025-07-17 20:36:00","KT-MEG+#운영#c-knmeg-pk1-a04#","[AO] MEMS배치실패이력존재","OK","Major","5d 16h 14m","No",""
"2025-07-17 20:35:55","KT-MEG+#개발#c-knmeg-tk1-d05#","[OS0020] Disk I/O 15분간 75%이상 (101.64%)","PROBLEM","Major","4h 27m 59s","No",""
"2025-07-17 20:35:52","KT-MEG+#운영#knmeg-dl-data14#","[OS0020] Disk I/O 15분간 70%이상 (100.22%)","PROBLEM","Major","35m","No","4TimeUserDetailsStatusInfo2025-07-17 20:35:5682265610 (권기태 CX플랫폼팀)Sent2025-07-17 20:35:5691328541 (오수영 환경DX플랫폼팀)Sent2025-07-17 20:35:5682275800 (김현근 DX플랫폼사업팀)Sent2025-07-17 20:35:5682265656 (최숭 DX플랫폼사업팀)Sent1TimeUserDetailsStatusInfo2025-07-17 20:35:5691318624 (오수영 DX플랫폼팀)Not sent&times;No media defined for user."
